input_ids	input_mask	input_type_ids	label_ids
[101, 5023, 5202, 1012, 1996, 3185, 2003, 1037, 4310, 5257, 1997, 2195, 11541, 1024, 2009, 1005, 1055, 1037, 3376, 2293, 2466, 1010, 2895, 3185, 1010, 4038, 1998, 5469, 2012, 1996, 2168, 2051, 1012, 1998, 1996, 2087, 6429, 2518, 2003, 2008, 2009, 2428, 21645, 1999, 2035, 1997, 2023, 999, 2023, 3185, 5791, 3084, 2009, 2000, 2026, 2327, 1019, 1010, 1998, 2323, 2022, 22249, 2000, 2296, 3185, 7089, 1012, 1996, 2895, 10071, 2079, 2031, 1996, 3151, 4895, 22852, 6553, 8660, 1998, 2130, 3909, 1010, 2021, 1996, 2126, 2009, 1005, 1055, 2915, 12980, 2013, 1996, 2806, 1997, 5394, 1037, 2843, 1998, 1996, 3909, 2467, 3504, 2307, 1998, 2788, 2130, 3084, 3168, 1006, 11277, 2064, 4875, 1007, 2156, 2023, 3185, 1010, 2017, 2180, 1005, 1056, 9038, 2009, 1012, 2184, 1013, 2184, 102]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
[101, 2025, 2000, 2022, 5457, 2007, 1996, 11284, 2143, 1000, 1996, 2279, 2190, 2518, 1000, 1010, 1000, 1996, 2197, 2502, 2518, 1000, 2003, 1037, 10021, 1010, 3409, 2100, 1010, 2125, 1011, 1996, 1011, 2813, 4038, 2055, 1037, 2158, 2040, 2095, 3619, 2000, 2707, 1037, 2932, 2170, 1000, 1996, 2279, 2502, 2518, 1000, 2029, 4391, 1037, 3528, 1997, 2039, 1998, 2746, 3324, 1012, 2023, 2659, 5166, 10271, 3084, 1000, 8057, 1998, 10131, 1000, 2298, 2066, 1037, 17743, 1012, 25312, 18533, 2007, 10223, 6508, 3772, 1010, 3532, 4520, 1998, 3465, 24270, 1010, 4385, 1012, 1010, 1000, 1012, 1012, 1012, 2518, 1000, 2038, 3687, 2070, 9643, 4391, 1998, 2000, 3058, 2038, 2069, 2042, 4222, 2005, 2028, 13548, 2400, 1012, 3413, 2006, 2023, 2028, 1012, 102, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	1
[101, 7065, 17417, 2102, 2023, 2186, 1998, 2156, 2065, 2009, 2001, 2074, 2004, 6581, 2004, 3342, 2295, 1045, 8343, 2026, 5510, 1998, 7670, 2031, 2904, 1012, 2348, 2023, 2001, 2207, 2077, 7344, 1998, 1037, 20228, 11031, 6525, 1997, 2060, 2686, 1011, 10874, 2015, 1045, 8343, 2008, 2009, 2038, 2049, 7117, 1999, 12459, 5691, 2013, 1996, 2753, 1024, 1055, 1998, 1996, 2576, 4785, 1997, 1996, 3963, 1024, 1055, 1012, 2043, 1045, 2228, 1997, 2009, 1010, 2023, 2001, 1037, 2613, 16596, 1011, 10882, 1010, 1037, 3185, 2667, 2000, 6848, 4045, 1998, 2576, 3980, 2055, 2040, 2057, 2024, 1998, 2054, 2057, 2024, 1012, 1996, 2744, 16596, 1011, 10882, 2038, 2144, 2059, 2468, 21657, 1998, 2272, 2000, 2022, 1996, 2744, 2005, 2151, 3185, 2008, 2038, 2686, 1011, 3719, 1999, 2068, 1012, 102]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
[101, 3468, 2098, 2015, 2020, 2025, 3599, 1996, 12266, 4355, 2126, 2000, 6709, 1996, 2995, 6359, 2012, 1996, 2203, 1997, 1996, 2143, 1012, 10113, 2003, 2025, 12459, 1006, 1045, 3427, 2009, 1999, 2019, 4064, 2160, 2011, 2870, 2044, 7090, 1010, 1998, 1045, 2031, 2042, 4452, 1997, 1996, 2601, 2005, 2004, 2146, 2004, 1045, 2064, 3342, 1010, 1998, 2130, 1045, 2347, 1005, 1056, 6015, 1007, 1010, 1998, 1996, 3494, 2453, 2022, 2825, 2000, 2729, 2055, 2065, 2009, 4694, 1005, 1056, 2061, 5793, 2008, 2027, 2020, 2074, 2183, 2000, 3280, 1012, 1045, 3342, 2108, 7622, 2011, 1996, 8900, 19236, 2015, 1006, 2348, 1996, 2143, 2001, 1999, 1998, 2041, 1997, 1996, 4258, 1005, 1055, 5514, 2084, 11686, 3011, 1007, 1010, 2021, 1996, 2203, 2765, 2003, 1996, 2168, 2214, 2518, 1012, 102]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	1
[101, 5507, 17506, 1010, 5294, 2330, 25145, 7258, 1004, 1037, 2715, 25545, 1006, 2092, 3770, 1005, 1055, 2715, 1010, 2074, 4638, 2008, 2417, 11848, 2041, 999, 1007, 1012, 1996, 3772, 2003, 2204, 2013, 3071, 2920, 2348, 2004, 5156, 1999, 5469, 3152, 1996, 2210, 4845, 2003, 3811, 15703, 1004, 16955, 3849, 4689, 2013, 1996, 2200, 2707, 1012, 1996, 9716, 2003, 2019, 20998, 2143, 2008, 1045, 5632, 3666, 2348, 1045, 1005, 1049, 2025, 2469, 1045, 1005, 1040, 3422, 2009, 2153, 15933, 2574, 1012, 2005, 2216, 2559, 2005, 18217, 1004, 11281, 2569, 3896, 2017, 2097, 2022, 9364, 1010, 2005, 2216, 2559, 2005, 1037, 2204, 11171, 2160, 2828, 5469, 2007, 1037, 2844, 2466, 1045, 5791, 2228, 1996, 9716, 2003, 2005, 2017, 1010, 2092, 4276, 1037, 3422, 1999, 2026, 15716, 5448, 1012, 102]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
[101, 1012, 2852, 1012, 27132, 9221, 1006, 24003, 16595, 5054, 1007, 2038, 2042, 1037, 3144, 24385, 2005, 2195, 2086, 2085, 1010, 2021, 2043, 2002, 11269, 2010, 2564, 16789, 2006, 2032, 2007, 1996, 4770, 12193, 2100, 2002, 20057, 1010, 1998, 2002, 7545, 2010, 4963, 1998, 9135, 2000, 2010, 2147, 1012, 2092, 1010, 2507, 1037, 5506, 24385, 1037, 12913, 1998, 1037, 2677, 1010, 1998, 2017, 2064, 2763, 3984, 2054, 6433, 2279, 1012, 1012, 1012, 2004, 1045, 2056, 1010, 8235, 2801, 2021, 2025, 5359, 2004, 2092, 2004, 2009, 2323, 1012, 1999, 3327, 1996, 4566, 2003, 1037, 4121, 2292, 2091, 1012, 2197, 3602, 1024, 3422, 2005, 2928, 21766, 20961, 4135, 1006, 2017, 2064, 4175, 2006, 2033, 1010, 10721, 9609, 1012, 1012, 1012, 1007, 1999, 2023, 2028, 1012, 1019, 1013, 2184, 1012, 102]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	1
[101, 1008, 1996, 2143, 2038, 2580, 13432, 5213, 10071, 1998, 2003, 16036, 2000, 2468, 1037, 4438, 2092, 2046, 1996, 2279, 2301, 1012, 3352, 1996, 3978, 2005, 1037, 11867, 21511, 8257, 1999, 12459, 3185, 1016, 1010, 2023, 2143, 13273, 2017, 2011, 1996, 3759, 1998, 2196, 11082, 2175, 1012, 1996, 2034, 3429, 2781, 2030, 2061, 2024, 4030, 1010, 4975, 1996, 3494, 1998, 4760, 2129, 2037, 7885, 2147, 1012, 1996, 2117, 2431, 2003, 10990, 1998, 16004, 2000, 2087, 2895, 1998, 5469, 4599, 1012, 2228, 1997, 2784, 2630, 2712, 1012, 2059, 2689, 1996, 12004, 2046, 2019, 4689, 8841, 2158, 1012, 1998, 2059, 2689, 1996, 2300, 2046, 2543, 1998, 18217, 1012, 1037, 2128, 14949, 12053, 1997, 1037, 6359, 11420, 3185, 1012, 5875, 1012, 1012, 1012, 8892, 2158, 4152, 1019, 1013, 1019, 1012, 102]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
[101, 4763, 1012, 2003, 2009, 2130, 4763, 2012, 2035, 1029, 2065, 2061, 1024, 2339, 2003, 2009, 4763, 1029, 1011, 1996, 2928, 1997, 4763, 1999, 1996, 2433, 1997, 1037, 11660, 1011, 1011, 1028, 2045, 2003, 2053, 13185, 2000, 17607, 2023, 2006, 1996, 2111, 1010, 2061, 2339, 1996, 3109, 1006, 2053, 26136, 3832, 1007, 2024, 2027, 2725, 2009, 1029, 1011, 15085, 4828, 2000, 2115, 2540, 6414, 2004, 5423, 2326, 1011, 1011, 1028, 2138, 2045, 1005, 1055, 2498, 10334, 1010, 2040, 1999, 2023, 3185, 2003, 2641, 1000, 1037, 2613, 3017, 1000, 1010, 2412, 2515, 1010, 4661, 3038, 2008, 5236, 7083, 1012, 2061, 1012, 1012, 1012, 2074, 2360, 2008, 7083, 2077, 1996, 9680, 11244, 1998, 2017, 1005, 2128, 5552, 1011, 2053, 3043, 2054, 1029, 999, 2947, 1010, 5790, 1015, 1013, 2184, 102]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	1
[101, 5346, 2005, 1996, 2402, 1010, 8605, 3085, 1010, 2664, 3811, 26103, 2879, 1011, 1011, 2040, 19837, 2015, 1996, 2137, 4405, 1012, 2065, 2017, 1005, 2128, 2559, 2005, 2569, 3896, 1010, 10646, 7348, 1010, 1998, 8687, 21306, 1011, 1011, 2023, 3185, 2003, 2025, 2005, 2017, 1012, 2065, 2017, 2215, 2000, 2514, 2054, 2009, 2442, 2031, 2042, 2066, 2000, 11898, 1996, 14516, 1010, 16095, 2389, 13157, 1998, 2037, 3768, 1997, 15398, 1010, 2059, 2017, 2097, 2022, 4372, 2705, 7941, 3709, 2011, 2023, 3185, 1012, 1045, 5621, 5632, 2009, 1998, 2005, 2216, 2040, 2293, 5194, 1010, 6077, 1010, 1998, 15716, 1010, 14044, 2111, 2040, 3643, 4071, 1998, 2216, 2040, 2004, 20781, 2000, 2008, 2203, 1010, 2023, 3185, 2097, 2022, 2028, 2017, 1005, 2222, 3342, 2005, 1037, 2146, 2051, 1012, 102]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
[101, 1998, 2070, 2307, 5019, 1999, 1996, 2338, 2020, 2025, 1999, 2023, 1012, 2045, 2001, 2025, 2172, 7982, 1010, 2009, 2001, 6760, 1998, 2521, 2205, 3435, 1011, 3048, 1010, 2021, 1045, 2001, 3262, 6314, 2011, 1996, 2755, 2008, 2017, 2196, 2288, 2000, 2156, 1996, 19882, 1998, 2293, 2090, 2520, 21760, 1998, 3419, 1999, 2023, 2143, 2029, 2001, 1037, 2995, 2292, 2091, 1012, 1996, 9179, 2001, 2025, 2035, 2008, 2204, 1010, 2593, 1012, 1045, 2245, 2023, 2071, 2031, 2042, 2428, 2204, 1010, 2021, 2009, 2001, 2061, 2367, 2000, 1996, 2338, 999, 2019, 10288, 7913, 10199, 2100, 3532, 15581, 3258, 1010, 2028, 1997, 1996, 5409, 1045, 1005, 2310, 2464, 1012, 2023, 17210, 1037, 11519, 12661, 2008, 1005, 1040, 2488, 2022, 6694, 2335, 2488, 2084, 2023, 8632, 1997, 13044, 1012, 102]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	1
